ヒルトン成田,"1. 飲食
・フレンチトーストのバケットのカットが大きめで満足感を得られる
・料理の材料は似たり寄ったりで盛られるが、最初の1度目のみ
・デザートの種類は豊富でミニサイズで全種類食べられるが、デザート目当ての客が多い

2. サービス
・スタッフの案内や接客が丁寧で気持ちよく過ごせる
・ガイドがわかりやすく施設の説明をしてくれる

3. 季節ごとのイベントや特徴
・季節ごとに特別メニューが登場し、楽しみが増える"
さくらの山,"1. 飛行機を観る場所
- 成田空港からは車やタクシーでアクセスが便利
- 空港マニアのカメラマンが多く集まる
- 飛行機が見られる公園だが人が多く、静かでリラックスできないこともある

2. 施設の不満点
- 駐車場が混んでいた
- トイレがない場合がある
- トイレの手洗い場所に石鹸がなく、便座の消毒用スプレーもない

3. 混雑具合と天候
- 休日はとても混んでいる
- 曇りや雨の日は飛行機が見られないこともある
- 1機しか見られなかったため、再訪はしないという印象もある"
成田（成田山表参道）,"1. サービス
・お店が17時閉店するので時間に注意が必要
・ガイドマップがほしいですね
・店員の愛想が足りなかった

2. 値段
・お値段が少し高め
・鰻が有名なので、どこに入るか悩みました

3. 設備
・おトイレが少ないし、和式がほとんどだった
・建物が古いので、二階の座敷に上がるのは一苦労です

4. 季節ごとのイベントや特徴
・正月は特に混んでいるようで、猿回しなど催しもやっていて、眺めたりもしました
・成田山新勝寺から成田駅までは急な上り坂

5. 飲食
・試食だけでお腹いっぱいになっちゃう（笑）
・イナゴの佃煮はビックリされ、虫を食べるのかと勘違いされる"
名古屋城,"1. 施設とサービス
- エレベーターは広くて待ち時間が少なかった
- 戦国武将隊がいないと写真が撮れない
- 展望は天気が悪く期待外れ

2. 値段と飲食
- 飲食店が少なく、午後からは困る
- 入場料を払えばゆっくり見学できる
- 売店の商品が夏向きに偏っている

3. 季節ごとのイベントと特徴
- ゴールデンウィークは混雑して驚いた
- 桜の季節は観光客が多く、80分待ち
- 4時半で入場終了して公園内に入れなかった"
東京タワー,"1. 人が多い
・今は以前に比べて人が多い
・夜景はちょっと人が多い
・外国人観光客が多い

2. エレベーター
・エレベーターに乗るのに並ぶ
・エレベーターが狭い

3. 東京タワーの設備
・タワー内はオシャレではないし古びた感がある
・特別展望台はリニューアル工事で営業していない
・展望台のガラスが完全な透明でなく残念

4. 高さと景観
・高いところが苦手でも行って良かった
・高さではスカイツリーに負けてしまった
・リニューアルすべきだと感じられる

5. 値段とチケット
・入場料が少し高め
・値段が割高
・以前は無料の展望台チケットがいただけたが、割引で購入に変更

6. 情報不足
・初めて150メートルの展望台から下に降りるときに、エレベーターではなく外階段で降りられるのを知らなかった
・展望台料金が２回支払わないといけないのがちょっと…

7. 混雑とアクセス
・混雑はそこまで
・アクセスが非常に悪いです。"
山中温泉　ゆげ街道,"1. サービス
- シャンプーやボディーソープが用意されていない
- 一部工事中で利用しづらい部分がある

2. 季節ごとの特徴
- 雪の季節は飛沫が頭まで飛ぶので注意が必要

3. 飲食
- 飲食店があまり多くない"
ジェイアール名古屋タカシマヤ,"1. 混雑
   - 平日の夕方は混雑している
   - 土日は混んでる
   - 地下街は特に混んでる

2. 飲食
   - カフェやレストランも長蛇の列
   - 食事は高いとイメージがある
   - お目当てのものを買うと、お昼ご飯が食べられないことがある

3. 設備
   - エレベーター待ちの列が長い
   - エスカレーターが混んでいます
   - 高島屋自体のワンフロアーが狭く感じてしまう"
千葉市動物公園,"1. 安全面
・雨が降ると滑って危険なので注意が必要
・階段が長いため、落ちないように慎重に移動する必要がある

2. 時間管理
・奥社の空いている時間に気をつける必要がある
・混雑している時間帯を避けることでゆっくりと参拝できる"
千葉城跡（千葉県千葉市）,"1. サービス
・雨天でも展示内容が充実している
・訪れた際の案内や接客が良かった

2. 見どころ
・城跡ではなく博物館と感じたが、展示内容が豊富であった"
稲毛海浜公園,"1. 設備
・飲食施設が必要
・交通アクセスが少し難あり
・流れるプールが芋洗い状態

2. サービス
・もっと人を呼び込むための施設やイベントが必要
・広すぎるため事前に調査することを推奨
・コロナの時期でもぼっちで行くことができるが、道中対策は必要"
昭和の森,"1. 施設の不満点
- 広さの割には桜が少ない
- 雨が降った後はぬかるんでおりました
- 入園料のかからない施設が少ないため、重宝している

2. 遊具の注意点
- スリルがあり、お尻が痛くなります
- なが〜い滑り台が面白いが、お尻が痛くなるので敷いて乗る物が有った方が良い
- 子どもが小さいうちは何度も上がって降りて大変

3. アクセスとセキュリティ
- 飲食物を含めた売店がそこしかありません
- 土気駅からは徒歩では厳しいと思います
- カラスが多いので荷物を襲撃してくることがある"
谷中ぎんざ商店街,"1. サービス
- 誘導案内が不十分で迷いやすい
- 外国人観光客が多く、混雑している
- インバウンド客に対するサービスが優先されている

2. 安全性
- 道幅が狭く、ベビーカーでは通りにくい
- 商品棚が立ち並び、ぶつかりそうになる
- 突然の動きで注意が必要である

3. 買い物環境
- 地域の人と混ざってお弁当を買うことが推奨される
- 下調べが不十分なため、不安を感じることがある
- 男性向けの商品やサービスが充実している"
お台場,"1. アクセス
・りんかい線やゆりかもめしかないため、交通が不便
・ショッピングモールや観光スポットがあるが、利便性が低い
・急遽行ったが、場所がわからず苦労した

2. 混雑度
・大型連休前なので人がほとんどいない夜のお台場もあるが、平日は比較的空いている
・休日はとても混んでいるため、予約が必要な場合がある
・EXILEの居酒屋では2時間弱待って入れた

3. 風の強さ
・風が強いので防寒が必要な場合がある
・スカートの女性は風の影響を受けやすい
・ビル風が強いため、羽織り物が必要な日もある"
IKEA立川,"1. 混雑度
・土日祝日は激混み
・オープンしてから数年経ちますが、いまだに混雑しています
・この日は結構混んでました

2. 購入目的
・まず購入目的がないと疲労度が楽しさを上回ってしまうでしょう

3. スモーランド利用
・スモーランドを利用する場合は開店時間にめざして行って、予約することが必要

4. 駐車料金
・以前までは駐車料金がかかっていた"
高尾山,"1.サービス
・周辺の道路が渋滞することがある
・ケーブルカーが混む
・最大斜度が強

2.設備
・非火山温泉で、食塩泉が美しい
・炭酸泉も濃く感じられる

3.季節ごとのイベント
・秋にハイキングに行ける
・日没の時刻を過ぎてから山頂からふもとまで歩いて下山することができる
"
アメ横,"1. アメ横の状況
- コロナで寂しい雰囲気
- 物価高で値段も上がっている
- 通りにはゴミが目立つ場所があり、衛生上気になる

2. お店の雰囲気とサービス
- お店のかたも元気がない印象
- 値切るべき場所では、呼び込みをやってる店では値切る必要あり
- 店舗の呼び込みが結構あるため、人と交流するのが好きな人なら楽しいかも

3. 買い物の注意点
- 生もの買う予定の方は保冷バック必須
- 品質の割に安くない衣料品など
- ブランド物のバッグや時計などの閉店セールは店独自のブランドで気をつける必要がある

4. 人混みと子供連れの注意点
- 人混みが激しいので注意が必要
- 子連れでは行かない方が良い
- 子供は疲れる可能性が高いので注意"
千里浜なぎさドライブウェイ,"1. 砂浜の状況
   ・砂浜が波で侵食されており、通行止めになる日が増えている
   ・砂浜をならすための重機作業が行われ、バイクなどの通行注意が必要
   ・砂浜に車で進入する危険性や、砂に入り込んで動けなくなる可能性がある

2. 天候や運転条件
   ・雨の日や天候が悪い時は通行止めになる可能性がある
   ・夏場は海水浴客の車が浜辺に駐車し、景色が楽しめないことがある
   ・台風の後や雨の後は走行不可や路面状況の変化に注意が必要

3. 設備やサービス
   ・シャワーは有料である
   ・悪天候時には簡易トイレのみが利用可能
   ・自転車で走ると塩分がまみれるため、水洗浄が必要"
姫路城,"1. 混雑
・天守閣の待ち時間が長い
・混んでいる時にはまず本丸に入る所で入場制限がかかります。
・GWに行ったので、朝から行っても天守までは1時間以上並びました

2. 階段の急さ
・相当登るため幼児連れやお年寄りには厳しい
・急な階段が多くてきつい
・階段が急で子供と一緒にだと少し大変

3. 入場料やサービス
・入場料が少し高い
・エレベーターで上がるのに200円払うのはちょっと高い
・改装中のため天守閣は入れなかった"
兵庫県立赤穂海浜公園,"1. 施設設備
・広大な敷地で移動が大変
・駐車場代がかかる
・トイレは古い感じで綺麗ではない

2. 子連れ利便性
・広いのでベビーカーがあった方が良い
・オムツ台は全てのトイレに設置してある訳ではない

3. 施設サービス
・時間の制約があり、他のエリアには行かず
・無料の駐車場は2か所あり、どちらも有料"
