,spot,pos_summary
608,ワールド・ワールド・バッフェ（ホテル京阪ユニバーサル・シティ内）,"1. 飲食
・ランチバイキングの品揃えと味が良かった
・お料理が美味しく、特に温かい料理が良かった
・料理の種類が豊富でアツアツな料理が多く良かった

2. サービス
・フロントのお姉さんの笑顔で対応してもらい、嬉しかった
・スタッフの方々も明るく親切で、また行きたいと思った

3. 値段
・バイキング利用者はコスパ抜群で、バイキングがおいしかった

4. 施設
・駐車場が無料で利用しやすかった
・食事が終われば、ユニバーサルシテイでショッピングもできる

5. 季節ごとのイベントや特徴
・平日なら空いており、ゆったりと過ごすことができた
・親戚も含めて大変満足出来た"
609,休暇村近江八幡,"1. 飲食
・近江牛のすき焼きが柔らかくて美味しい
・割り下も美味しい
・バーベキューの用意が不要で手軽

2. サービス
・お風呂に入れてゆっくり休むことができた
・温泉が広くて気持ち良かった
・トイレが近くにある

3. 設備
・少人数から大人数まで対応できる"
610,ミシガンクルーズ（琵琶湖汽船）,"1. クルーズ体験
・琵琶湖を眺めながらのんびりとした時間を過ごせる
・子供向けのハロウィンイベントが開催される
・地元産のマスやカクテル、近江米のパンなど美味しいランチが楽しめる

2. エンターテイメント
・花噴水や雄大な山々の景色を楽しめる
・生演奏のショーがあり、楽しい時間を過ごせる
・クイズや歌、高品質なショーが楽しめる

3. サービス
・事前予約でコース料理が楽しめる
・水兵さんの格好をして写真撮影ができるコーナーがある
・賑やかなイベントや生演奏が行われている"
611,近江大橋,"1. 琵琶湖大橋
- 琵琶湖大橋は無料で利用しやすい
- ドライブに最適な場所で、颯爽とした雰囲気がある
- 冬の青空に映えて、写真撮影に最適

2. ランニングコース
- 琵琶湖大橋周辺は整備されており、ランニングに適している
- 湖岸道路を北上すれば湖西側に戻ることができる
- 周辺の公園も広く、自然を楽しめる

3. アクティビティ
- お天気の良い日にはお散歩やジョギング、サイクリングに最適
- 冬季は澄んだ青空と共に琵琶湖を眺めながら過ごすことができる
- 浜大津方面やイオンモールへのアクセスも便利"
612,サンシャイン60,"1. 場所とアクセス
・サンシャイン60は池袋駅から徒歩で行ける有名な場所

2. 施設と飲食
・施設充実しており、飲食店もたくさんある
・59階のレストランジョーズシャンハイは高級中華料理が景色を見ながら味わえます
・サンシャインの中にはなんでもあり、ショッピングや水族館などの多様な施設がある

3. イベントと特徴
・地下の噴水広場やイベントが魅力的
・展望台からの景色が美しい
・家族連れやカップルが楽しめる施設
・家族連れに適しており、子供たちも喜ぶ

4. 楽しみ方
・サンシャイン60の展望台からの眺めは東京を一望できて良かった
・子供からお年寄りまで楽しめるものがたくさんある
・最上階付近のレストランは眺めが良く、会食にも利用可能
・複数の施設が入っているため、1日に過ごせる"
613,銀山温泉　足湯「和楽足湯」,"1. 施設
・足湯に浸かりながら銀山温泉を眺めることができた
・銀座温泉を散策し、疲れた足を癒すことができた
・入りやすい場所にあり、綺麗だった

2. サービス
・足だけでもさっぱりして気持ち良かった
・ゆったりとした気分で過ごすことができた

3. 飲食
・豆腐屋さんで買った豆腐が美味しい"
614,七北田公園,"1. 施設
・遊具が充実しており、幼児から大人まで楽しめる
・大型遊具や幼児向け遊具があり、万人が楽しめる
・遊具コーナーが子連れにも嬉しい

2. 自然
・緑が豊富でお散歩に最適
・木々の紅葉が美しい季節も楽しめる
・冬には白鳥が訪れる

3. イベント
・春には色とりどりの花が咲き誇る
・8月下旬には花火大会が開催される
・仙台スタジアムからも歩いてアクセス可能"
615,大久野島毒ガス資料館,"1. レジャー
・ノンビリで半日を過ごせる
・広いので自転車で回れる
・うさぎと触れ合いが楽しい
・かわいいウサギが癒しを与える

2. 史料館と毒ガス資料館
・史料館で歴史を学べる
・毒ガス資料館で貴重な資料を見ることができる
・資料館で深い歴史を学べる
・毒ガスの資料館があり、勉強できる

3. サービス
・忠海港には無料の駐車場がある"
616,長井海の手公園ソレイユの丘,"1. 施設・体験
・温泉や遊具、動物コーナーなどがあり、様々な体験が楽しめる
・広いアスレチックスやじゃぶじゃぶ池がある
・広くて散歩するだけでも楽しい

2. 料金・サービス
・入園料が無料で、駐車料金も平日限定ランチ＆おふろセットで節約できる
・バーベキューを手ぶらで行うことができる
・トイレなども綺麗で、休憩スペースがあり、のんびり過ごせる

3. 飲食・販売
・ソフトクリームもおいしくておすすめ
・トマトなどの野菜も販売されており、ジューシーで美味しい
・駐車場が1000円で利用できる

4. 季節ごとのイベント・特徴
・夏には人口池で水遊びができ、プールよりも面白い
・経営母体が変わってもレストランやバーベキューがパワーアップしている
・景色がよく、旅行気分が味わえる

5. 子供向け施設
・入園料がなく、広い遊具のある公園や農業体験、バーベキュー場、芝生、動物がいる
・乗馬やモルモットなどの動物と触れ合える
・動物ふれあいはレア系の動物がいて、310円でお得"
617,惣宗寺（佐野厄よけ大師）,"1. 周辺環境
・無料駐車場が多い

2. 期待とギャップ
・初詣時期にCMが流れたり、大きいと期待していたが実際は参道が短く、住宅街にあり、緑が少なかったのでがっかり
・派手さや緑に期待しすぎていた可能性"
618,相模原麻溝公園ふれあい動物広場,"1. 動物園のサービス
・ポニーに乗る体験や餌やりができる
・小動物や大型哺乳類と触れ合える
・交代制でモルモットがだっこできるスペースがある

2. 値段
・無料で動物園を楽しめる
・駐車場も無料で広々している

3. 季節ごとのイベントや特徴
・春の桜の時期や秋のフェスティバルなどイベントが開催される
・行楽シーズンの連休などで混んでいないのでゆっくり楽しめる"
619,さくらの里（静岡県伊東市）,"1. サービス(手入れ、利用者層)
・手入れが行き届いており、高齢者でも過ごしやすい
・年中花見が楽しめる広場のような場所

2. 景観(大室山)
・大室山をきれいに見ることができる

3. 設備(平坦な公園)
・平坦な公園が整備されている

4. その他
・季節ごとに様々なイベントが開催されている
"
620,こども自然公園,"1. 施設・サービス
・ミニ動物園やローラー滑り台の遊具
・広場や池があり、広い敷地でピクニックしやすい
・ふれあい動物園で小動物と触れ合える

2. 季節ごとの特徴
・桜の時期には美しい風景が楽しめる
・ホタルの観賞スポットで夜のホタル鑑賞も可能

3. 入場料・飲食
・入園料が無料でバーベキュー場もある
・バーベキューをしてお花見が楽しめる

4. 設備
・広大な園内には遊具が充実しており、歩道も整備されている
・バーベキュー場やアスレチックがあり、大人も楽しめる

5. 子供向け設備
・広い敷地内には遊具が充実しており、子供たちも楽しめる
・お弁当を持って楽しめる環境が整っている"
621,がまだすドーム（雲仙岳災害記念館）,"1. 展示・具体例
・火山灰に埋もれた人家等をそのまま保存し展示している
・視覚だけでなく、触覚や嗅覚に訴えかけてくる展示物で、とても勉強になりました

2. サービス・具体例
・スタッフの方が親切に説明してくれます
・キッズコーナーがあり、そこそこ時間がつぶせる

3. イベント・具体例
・体験型のアトラクションのようなものもあるので、みなさん楽しみながら学べると思います
・過去にあった実際の映像を震度４の体感とともに疑似体験し、恐ろしい映像や災害でした"
622,道の駅 もっくる新城,"1. 建物と設備
・木造の建物が美しい
・トイレは綺麗で木がたくさん使われている

2. 飲食
・珈琲お代わり自由で300円
・500円でモーニングが食べられる
・ご飯、温泉卵、お味噌汁、珈琲がバイキング形式で提供される
・フードコートではラーメンやカレー、バイキング、軽食が販売されている

3. お土産
・お土産が豊富でビッグサイズのメロンパン、ロールケーキ、バームクーヘン、五平餅などが目を引く
・コンビニや産直野菜の売店があり、お土産などが購入できる

4. サービス
・無料の足湯が気持ちよい"
623,道の駅 和田浦WA・O！,"1. サービス(案内、接客、ガイド)
・ロビーが広く、森林浴に適している
・花づくりの父についての説明ボード
・地魚のわらさの漬け丼や鯨の竜田揚げのお惣菜

2. 販売品
・クジラの加工品や珍味が購入できる
・海産物や地元の野菜、はちみつなどの売り場
・道の駅限定の落花生ソフトやハチミツソフト

3. 飲食
・鯨料理や総菜が食べられる
・菜の花が安くて美味しいお酒
・クジラのジャーキーやたれと呼ばれる赤身肉"
624,鵜原理想郷,"1. 景色
・鐘のある展望台からの景色が良かった
・黄昏の丘の眺望と雰囲気が良かった
・眺望や整備状況が良い

2. アクセシビリティ
・鵜原駅から歩いてすぐでアクセスしやすい
・ハイキングコースがお手軽で回れる

3. 混雑度
・ゴールデンウイークにも関わらず、人通りが少ない

4. 設備
・途中にトイレがある"
625,ジュンク堂書店大阪本店,"1. 施設・ジュンク堂
・広い店内
・外国人客も多い
・1階にカウンターがあり、手助けしてもらえる

2. サービス・立ち読み
・3階まで広がり、立ち読みしやすい
・欲しい本がすぐ見つかる

3. 品揃え・豊富な種類
・探しやすい陳列
・様々な本が用意されている

4. アクセス・堂島
・大阪駅から少し離れている
・比較的人が少なく、立ち寄りやすい

5. 飲食・コーヒー
・同じビルやドーチカでコーヒーを飲める
・広い空間でゆっくりできる

6. 具体例・ジュンク堂
・欲しい本が見つかりやすい
・豊富な種類の本が用意されている
・外国人客も多く訪れる

7. 季節ごとのイベント
・特に記載なし"
626,沼島,"1. 島の魅力
・沼島の歴史的背景
・自然豊かでのんびりできる
・静かな島旅が楽しめる

2. 観光スポット
・神社仏閣が多数あり、見所が豊富
・パワースポットの上立神岩がオススメ

3. 飲食
・新鮮な海の幸が味わえる食堂
・ハモ料理が柔らかくて美味しい

4. 季節ごとの楽しみ
・夏にはハモ、冬にはタイが美味しい
・昭和にタイムスリップしたような雰囲気の非日常感が味わえる

5. アクセスと雰囲気
・フェリーで15分でアクセスが容易
・非日常的な空気が流れ、ゆっくり過ごすのに最適"
627,リゾートしらかみ,"1. 交通手段
・五能線のリゾート快速は綺麗で好感が持て、最新の「ぶな」編成にはバーカウンターがついている
・4人で旅をするなら、ボックス席を取って座席を組み替えると快適で、両側に窓がついているので景色を楽しめます
・車両の先頭に設けられたスペースで、土地の人が三味線を弾いてくれたり、民話を語ってくれたのには、本当に感動しました

2. 景色と観光
・途中停車駅の千畳敷駅での景色にうっとりし、五能線で秋田に向かう際、途中下車しつつ何度もお世話になりました

3. 体験イベント
・車両の先頭に設けられたスペースで、土地の人が三味線を弾いてくれたり、民話を語ってくれたのには、本当に感動しました"
628,やいた里山いちご園,"1. サービス
・スタッフさんの対応が良かった

2. 設備
・トイレがとてもきれい

3. 飲食
・無料のコーヒーがとても美味しい"
629,代々木第一体育館,"1. アーティスト
・チャゲアスで初めて使ったライブ会場
・日本のトップクラスの選手が出場する
2. 交通アクセス
・渋谷から行ける
3. その他
・立地的に良い"
630,ぽんしゅ館　新潟驛店,"1. 値段
・500円で5つの利き酒が可能
・20歳の新成人は300円になる

2. サービス（試飲）
・利き酒コーナーで新潟の地酒を楽しむことができる
・試飲することができる施設

3. お土産
・お土産を探すのに最適

4. アクセス
・駅ナカにあるのでアクセス便利
・新潟駅周辺にはたくさんの飲食店がある

5. 日本酒
・おちょこに5種類の日本酒を選べる
・珍しい日本酒がたくさんある

6. 飲食
・塩のみのおつまみ
・塩をなめながら飲む酒の味がまろやかになり美味しい

7. 季節ごとのイベント
・ぽんしゅ館の片道タクシーチケット付き宿泊プラン"
631,鬼石坊主地獄,"1. トピック
・足湯
・海地獄とは違った迫力がある
・足湯が心地よい
・足湯に入ると脚が軽くなる

2. トピック
・海地獄
・海地獄ほど混んでおらず、ゆったりと見られる
・地獄めぐりの疲れを取るのに良い"
632,志賀島,"1. 自然と景観
・夕日が綺麗で島を一周するドライブが楽しめる
・海が美しく静かな雰囲気がある
・絶景ポイントがあり、夕日も見られる

2. 飲食
・金印ドックで美味しいホットドックが楽しめる
・バイキングで地元の海産物がおいしい
・中西食堂や海鮮丼を出す島というお店がおすすめ

3. アクティビティ
・スキューバーダイビングや釣りが楽しめる
・砂浜で遊べるので子供も喜ぶ
・海ノ中道で陸続きになり、ドライブや海水浴が楽しめる

4. 観光スポット
・金印公園や志賀海神社が歴史的な名所
・国民休暇村のプールがある
・絶景が美しいポイントがある

5. 交通・アクセス
・市営の渡船を使って気持ちよく移動できる
・高速道路を通りアイランドシティを抜けることで便利なアクセス
・車で行けるためアクセスが良い"
633,知林ヶ島,"1. 自然の美しさ
・干潮時に現れる砂浜を歩くことができる
・360度見渡せる展望台がある
・周囲の自然が美しい

2. ロマンチックな体験
・干潮時に道ができるロマンチックな無人島
・幸福の鐘を鳴らすことができる
・干潮時に初めて道ができる体験が貴重

3. サポートの充実
・ボランティアのサポートが良い
・学生さんたちの親切さ

4. 楽しいアクティビティ
・キャンプ場から島への渡り方が楽しい
・干潮時に道ができるロマンチックな無人島
・サンダル持参でアクシデントを防ぐことができる"
634,ベイサイドプレイス博多,"1. 光と音楽のコラボレーションが魅力的な花火ショー
・花火とレーザー光線、音楽のコラボレーションが楽しめる
・ライブやイベントがよく開催される

2. リゾート施設の利便性と快適さ
・車で気軽に行ける
・スイートルームの広さとコストパフォーマンスが良い
・船首に位置し、海のパノラマの景色が楽しめる

3. 充実した設備とサービス
・岩盤浴が利用でき、施設が綺麗で岩盤浴の種類が豊富
・無料のマンガサービス、お寿司バイキングが楽しめる
・レストランや土産屋さんが近くにあり、海を眺めながら食事ができる

4. 子供向け施設の充実
・ミルキーウェイという子どもを遊ばせる施設がある

5. 多彩な娯楽施設と飲食サービス
・岩盤浴、お寿司バイキング、レストラン、土産屋さんが揃っている
・海を眺めながら食事、ライブやイベントも楽しめる"
635,西都原の桜,"1. 季節ごとのイベントや特徴
・青空に映えて菜の花と桜がとても綺麗
・桜が咲き乱れて圧倒的
・菜の花も満開で両方の花を楽しめる

2. 施設
・敷地が広く、シートを広げて余裕を持って花見ができる
・駐車スペースが多い
・ベビーカーで菜の花の中を散策できる

3. サービス
・出店やお弁当の準備が必要ない
・資料館にも足を運べる"
636,猿岩,"1. フォトスポット
・猿の形をした大きな岩が不思議で楽しい
・自然の力で出来たもので感動的

2. ガイドサービス
・ガイドさんの楽しいお話を聞くことができた

3. 飲食
・周囲にはソフトクリームや特産品のお店がある"
637,キリンビアパーク神戸工場,"1. ビール試飲
・ビールの試飲ができ、知識を学ぶことができる
・見学ツアーの後は3杯も試飲ができる
・試飲で好きな飲み物は2杯飲めます

2. サービス
・従業員の態度が良く、企業努力を感じられる
・無料でビールの製造過程を見学できる
・クイズ形式でビールの製造工程を案内してくれます

3. ランチ
・ランチにはサラダ・パン・ライスが食べ放題で美味しい
・レストランのサラダバーも美味しい
・ランチバイキングも品数多くて美味しい

4. 見学ツアー
・ビールの製造過程を案内してもらえる
・見学後のドリンクサービスがあり、工場見学が楽しい
・わくわく工場見学は大人も楽しむことができる

5. レストラン
・ビールの勉強をして飲むビールは格別
・夜のレストランはオススメ
・レストランはオシャレ

6. 全体的な雰囲気
・大人も子供も楽しめます
・敷地もゆったりとしている
・日にちが違えば連続で見学できる

7. 追加サービス
・ビールの製造過程を見学しながら試飲ができる
・ドライバーはビール以外の飲み物もあり
・ちょっとおつまみも出してもらえたりする"
638,淡路夢舞台公苑温室・あわじグリーン館,"1. 植物園の魅力
・たくさんの観葉植物や珍しいお花が楽しめる
・食虫植物や珍しい植物が興味深く楽しめる
・季節ごとに展示されるお花が変化し、楽しめる

2. 施設やサービス
・エレベーターを乗り継ぎ、工夫されたディスプレイを楽しめる
・写真を撮るためのユニークなデザインの陶器が置いてある
・押し花のアクセサリーつくりなどのワークショップがある

3. 飲食
・ご当地のお土産や美味しいハンバーグが楽しめる
・植物館内にカフェがあり、食事がとれる

4. 設備と環境
・音質が素晴らしい
・駐車場が無料で、瀬戸内海の日差しと風を感じられる
・施設の雰囲気が夢の国のようでめまいがする

5. 季節イベント
・イベント毎に植物展示が変化し、楽しめる
・癒される雰囲気と植物のコンクリートとの調和が素晴らしい
・何度も行きたくなる場所"
639,旧居留地,"1. 街の雰囲気
・建物の造りやお洒落なお店が立ち並んでおり、上品さに溢れている
・エキゾチックで、妻もカナダに留学してたときに見た街並みとそっくりと言っていた
・おしゃれできれいな街で、ぶらぶら歩きによく行きます

2. 建物の雰囲気
・建物も重厚で少し異国を感じられる場所
・古い建物や新しいお店がモダンな雰囲気があり、歩きやすい
・建築に興味のある人にもいい

3. ショッピング
・ブランドも揃っており、ショッピングにも最適
・たくさんのメゾンショップの路面店があり、異国情緒が漂う
・ブランドショップやおしゃれなカフェがあり楽しめます

4. 季節のイベント
・冬には神戸ルミナリエで美しい光の世界が楽しめます
・クリスマスは素敵なひと時を過ごすことができます
・ルミナリエの時期はとてもいい雰囲気です

5. 人の交流
・外国人と日本人が普通に混ざり合っている
・家族連れでのお買い物も楽しめる
・町並みもおしゃれ、歩いてる人もオシャレ

6. アクセス
・元町駅から南へ歩いて5分ほどの場所にあります
・大型駐車場があり、家族連れでのお買い物も楽しめます

7. 保存すべき建物
・戦前からの建物が残っている
・最近は新しいお店も増えてきました
・味わいのある建物を保存していって欲しいと思います"
640,UCCコーヒー博物館,"1. コーヒーの歴史
・コーヒーの歴史がわかりやすく勉強になる
・試飲ができたり、アレンジメニューが楽しめる
・珈琲の歴史について勉強するには良い

2. クイズイベント
・クイズに正解するとコーヒー博士の認定証がもらえる
・クオリティが高く、家族で楽しめる
・英語での展示もしっかりしている

3. カフェ
・併設のカフェでUCCのコーヒーも飲める"
641,道の駅 神戸 フルーツフラワーパーク 大沢,"1. 施設の雰囲気
・イルミネーションが幻想的で素敵
・チャペルの荘厳さとスタッフの親切さ

2. 入園料と飲食
・フルーツ・フラワーパークの入園料が無料
・バーベキューの食材をパーク内の店で買うことができ、グリルで行うことができます

3. 季節ごとの楽しみ方
・夏にはプール、冬にはスケートが楽しめます
・フルーツフラワーパークの遊び方がたくさんあり、お花や果物を楽しめます

4. エンターテイメント
・モンキーショーの見ごたえ
・お猿のショーをみることもできる

5. 設備
・温泉や宿泊施設があり、小旅行にもいいです
・小学生低学年までが楽しめる遊具や乗り物があります

6. 飲食
・焼きたてパン屋やレストランで食事ができる
・バーベキューも出来るし、ランチバイキングもある

7. サービス
・くじ引きの景品が値段の割に良いものが多かった
・係員が気さくで親切"
642,宝塚大劇場,"1. 劇場の魅力
・大劇場の熱気と熱い演技や華やかなショーに感激
・劇場もきれいで素敵
・生オーケストラで迫力のある舞台

2. 衣装とパフォーマンス
・衣装が美しい、スタイル、顔立ちがきれいで目の保養になる
・クオリティーの高いラインダンスに圧巻
・衣装が華やかで見応えがある

3. サービスと設備
・設備が整っている
・食事がおいしい
・お土産が多く限定品などもある

4. 周辺環境
・阪急宝塚から歩いてすぐで、施設も綺麗
・周囲にも有名なお店やスポットがある
・周辺は緑が多くお散歩にも最適"
643,淡路島国営明石海峡公園,"1. 施設
・広い敷地で子供が楽しく遊べる
・遊具や芝生広場が整備されており、静と動を楽しめる
・ローラースライダーや水着で涼むミニプールがある

2. サービス
・イベントが充実しており、スタッフとの交流も楽しめる
・管理が行き届いており、利用者のマナーが良い
・子供向けのアクティビティや餌やりなどが楽しめる

3. 飲食
・ホテルレストランで楽しい食事ができる
・バーベキューサイトやベンチ・机が充実している
・びわソフトクリームや美味しい海産物が楽しめる

4. 季節ごとのイベントや特徴
・4月にはひまわり畑や桜が楽しめる
・年間を通してイベントが充実している
・海が見える場所で季節ごとの景色も楽しめる"
644,OKINAWAフルーツらんど,"1. フルーツ・フード
・たくさんの種類の新鮮なフルーツがあり、珍しいフルーツも
・フルーツジュースなどの味わいがある
・パフェも美味しい

2. 子供向けアクティビティ
・子供が楽しめる
・謎解きやスタンプラリーなどのゲームが楽しめます
・植物のクイズを解きながら妖精を探すテーマで園内を回れる

3. 試食・体験
・試食もできる
・南国気分を味わえる
・沖縄特有のフルーツを堪能できる

4. サービス・アクティビティ
・RPGのようにゲーム形式で楽しむことができる
・謎解きやスタンプラリーなどのゲームが楽しめます
・ストーリー調に道なりに進むのが面白い

5. 子連れ・家族向け
・子供が楽しめる
・子連れにはもってこいかと
・クーラーが効いているので快適

6. 料金
・県民の方は安く入れます

7. レストラン・休憩スポット
・パフェも美味しい
・レストランがあり、休憩もできる
・フルーツミックスドリンクなどの食べ物がある"
645,南光ひまわり畑,"1. 見どころ
・ひまわりが一面に広がって美しい
・太陽に向かうひまわりに癒され、元気になれる

2. イベント
・イベントが行われ、会場が設営されており、楽しい
・写真が撮れて満足

3. 飲食
・ひまわりアイスが美味しい

4. 季節ごとの特徴
・広範囲で時期をずらしているので予定が組みやすい"
646,黒潮市場,"1. 食事
・海鮮バーベキューやレストラン、ご当地ラーメンなど、様々な食事が楽しめる
・刺身や鮨でマグロを楽しむことができる
・リーズナブルで様々な食べ物が楽しめる

2. サービス
・マグロの解体ショーがある
・海の見えるロケーションでのバーベキューや食事が気持ち良い
・お土産がたくさん売られており、試食できる

3. アクセス
・ポルトヨーロッパからアクセスしやすい

4. イベント
・マグロの解体ショウは見物価値がある

5. 魚介類
・新鮮な魚介類がたくさん売られている

6. バーベキュー
・バーベキューをメインに行けば満足できる"
647,グリコピア・イースト,"1. エンターテイメント
・早押しゲームやジャンボポッキーのデコレーション体験が楽しめる
・クイズがある

2. アクセス
・高速や一般道からアクセスしやすく、駐車場も広い

3. 子供向け見学
・子供が飽きずに回れるような見学内容
・有料でポッキーを作ることができる

4. 施設
・施設内がキレイで、楽しい
・大人も子供も笑顔になる

5. 学び
・勉強になる"
648,バンドー神戸青少年科学館（神戸市立青少年科学館）,"1. エンターテイメント
- ジャングルジムのような遊べる遊具
- プラネタリウムの楽しみ

2. ローカル
- 神戸市内の学校に通った人には馴染みがあり
- 癒やされたいときにおすすめ

3. サービス
- 従業員の親切な対応
- 気持ちが良い接客"
649,ららぽーと富士見,"1. 施設・設備
・新しい建物で、便利な施設がたくさん入っている
・子供連れでも楽しめるゲームセンターやキッズカフェがある
・靴を脱いで遊べるスペースがある

2. 買い物
・見やすくて買い物しやすい
・フードコートにはガッツリ系が多いが、ファストフードのお店も入っている
・飲食店や映画館、スーパー、ドラッグストア、ショッピング、なんでもあり生活に必要なものが全部揃っている

3. レジャー・エンターテイメント
・外には滑り台や水が噴水のように出てきて、遊べる場所がある
・鉄道模型を扱うポポンデッタがある
・レストラン・フードコートには有名店が結構入っている"
650,舞子スノーリゾート,"1. アクセス
・ホテルからスキー場が近い
・ゴンドラで頂上までいけばロングコースになる
2. 値段
・お手ごろな値段でスキーを楽しめること
3. スキー特典
・滑りやすい
・家族で訪れること
4. 施設
・舞子スキー場の「日帰りスキーセンター」が便利
・施設が充実し、清潔感がある
・キッズパークやスノーエスカレーターがある
5. 移動の便利さ
・駐車場からの移動が楽
6. 特別な体験
・晴れた日の山頂からの眺め"
651,夢の大橋,"1. 設備
・広い人道橋としてランニングコースや散歩に適している
・夜景が美しい

2. イベント
・週末には若者が衣装を着て撮影をする

3. サービス
・ジャパニーズカルチャーを楽しむことができる"
652,苗場スキー場,"1. レジャー施設
・初心者から上級者まで楽しめる
・子供にも遊べるスペースがある
・夏には避暑地としても楽しめる

2. レストラン
・レストランの種類が多い

3. スキー場
・知名度があり、多様なコースがある
・ナイターも楽しめる
・ゲレンデは初心者でも十分すべれる

4. 温泉
・温泉が最高

5. 夏祭り
・夏祭り花火大会の景品が凄い

6. ゴンドラ
・ドラゴンドラからの紅葉が最高
・ゴンドラからの景色が感動的
・片道25分間も楽しめるゴンドラ

7. アクセス
・越後湯沢からレンタカーで40分で到着できる"
653,ときわ公園,"1. 複合施設(彫刻、遊園地、動物園)
   - 現代彫刻のオブジェが展示されている
   - サルの居住スペースで自然なサルの動きが見られる

2. チームラボの光と音の演出
   - 音と光の演出が素晴らしい
   - 冬にはイルミネーションも楽しめる

3. 植物園
   - サボテンの種類の豊富さに感動した
   - 新しい植物を見ることができる

4. 公園の広さと景観
   - 広い湖や芸術作品がある
   - バードウォッチングに適している

5. 飲食施設
   - サボテンのソフトクリームが人気
   - カフェのような施設があり、イルミネーションが飾られている

6. サービス(ガイド)
   - 動物園や植物園ではガイドが説明してくれる
   - 楽しく遊ぶための案内が充実

7. 季節ごとのイベントや特徴
   - 冬にはイルミネーションが楽しめる
   - 新しい植物や動物を見ることができるイベントがある"
654,小湊鐵道,"1. サービス
・車掌さんのサービスが魅力的
・記念撮影のサービスがある

2. 風景
・里山の風景が感じられる
・菜の花や桜が沿線に咲く

3. イベント
・春は菜の花や桜が咲く時期
・ファンが多い

4. 車両
・レトロ車両が走る
・のんびりまったりの経験ができる

5. 沿線
・沿線の人々が手を振ってくれる
・ローカル線の懐かしさ"
655,御宿海岸,"1. ビーチ
・砂浜が広く、海も美しい
・遠浅の白い砂浜で小さい子供も楽しめます

2. 観光スポット
・ラクダに乗った王子さまとお姫さまの銅像がある
・リゾートっぽい写真が撮影できます

3. 観光客向けサービス
・靴の中に入った砂を払い、橋を渡ると日の光が美しい
・お土産屋もたくさんあり、毎年旅行に行っています

4. 年中行事
・毎年恒例で御宿海岸に遊びに行く"
656,恋の水神社Koinomizu-jinjaShrine,"1. 神社の特徴
・水色の珍しい鳥居がある
・こじんまりとした静かな雰囲気

2. 願い事
・紙コップに願い事を書くことができる
・縁結びのご利益があるとのことで有名

3. 訪れた人の実現例
・まわりに実現した人が数人いる

4. サービス
・女子旅にはオススメ"
657,まるは食堂旅館,"1. 料理
・エビフライがプリプリして美味しかった
・海の幸を堪能できた
・刺身や焼き物もとても美味しい

2. 施設
・建物は少し古く旅館も兼ねている
・日帰り入浴ができる温泉もお湯が柔らかくオススメ
・宿泊もできる

3. サービス
・駐車場があり、誘導も行われていた
・待ち時間は覚悟が必要
・食堂で飲んで食べて、そのまま泊まって…という人にはお値打ちな旅館

4. 環境
・ロケーションが良い
・海の目の前で食事ができる
・景色が良く、解放的で気分良くお食事ができる

5. メニュー
・メニューが豊富で選ぶことが出来る
・エビフライがもとより、定食につく刺身や焼き物もとても美味しい
・ジャンボエビフライが美味しい

6. 入店体験
・スムーズに入れることができ、座敷とテーブルが選べる
・玄関は割りとすぐ順番が来る
・広い席がありスムーズに席につけることができる

7. 価格
・お値打ちで美味しい
・エビフライが大きい
・混雑して待ち時間の長い時は温泉の無料チケットが配られる"
658,豊浜魚ひろば,"1. 飲食
・フグの唐揚げやふぐのから揚げが安くて美味しい
・日替り定食や食堂で美味しい料理が食べられる
・海鮮が安い・新鮮で美味しい

2. 値段
・新鮮な魚介類がリーズナブルで購入できる
・試食やお値打ちができる

3. サービス
・活気があり購買力をそそる
・お土産を買うことができる
・遠方の方でも満足できるお土産をゲットできる"
659,渋川マリン水族館（玉野海洋博物館）,"1. 料金
・入場料が安く、割引クーポンが使える
・大人500円で内容も充実している
2. サービス
・アシカの餌やりが楽しめる
・アザラシ姉妹の可愛いショーが見られる
3. 展示
・豊富な魚の種類と工夫された展示
・クリオネやカブトガニなど珍しい生き物が見られる
4. 施設
・小規模ながら、見ごたえがある水族館
・駐車場が無料で利用できる
5. 子供向け
・小さなお子さんにぴったりの大きさ
・子どもたちが楽しめる場所としておすすめ"
660,津和野カトリック教会,"1. 外観と建築
・教会の外観が美しい
・教会は和風の通りに突然現れる
・教会はゴシック建築で美しく気高く

2. 展示館と歴史
・敷地内に展示館があり、津和野の歴史を学べる

3. 入館について
・教会は無料で入館できる"
661,広島市安佐動物公園,"1. 動物の種類が多い
・アジアの動物やアフリカの動物、はちゅうるいの館、ぴーちくパークとエリアがきちんと別れていて、エリアマップが分かりやすい
・ゾウやキリン、ライオンやシマウマなどのメジャーな動物がいる

2. 子供連れやデートにも適している
・広大な敷地で子供たちは楽しんでいる
・さるやまがあり、さるにエサをあげたり、綱引きをしたりできる

3. 入園料が安い
・入園料が安い
・気軽に、料金も安い

4. サービス(案内、接客、ガイド)
・カートが運行されており、坂が多い問題を解消できる
・ベビーカーやカートがあれば、小さい子供たちも楽に回ることができる

5. 飲食
・テーブルつきのベンチがあり、お弁当持参で楽しめます
・芝生の上にシートを敷いてお弁当を食べることもできる

6. 季節ごとのイベントや特徴
・ナイトサファリがあり、夜行性の動物たちを見ることができる
・夏のナイトサファリもオススメで、レッサーパンダの芸が見れたらラッキー

7. 設備
・広い敷地、ふれあいコーナーの豊富さ、清潔さ
・カートが運行されており、坂が多い問題を解消できる"
